id,postcode,latitude,longitude
1414,BB1 6DY,53.757348,-2.475999
1415,BB1 6DZ,53.753956,-2.478431
1416,BB1 6EA,53.754583,-2.479182
1417,BB1 6EE,53.755815,-2.477317
1418,BB1 6EH,53.756183,-2.477609
1419,BB1 6EL,53.756441,-2.478143
1420,BB1 6EN,53.756848,-2.477693
1421,BB1 6EP,53.755479,-2.478344
1422,BB1 6ER,53.756096,-2.479155
1423,BB1 6ET,53.755232,-2.479479
1424,BB1 6EU,53.755069,-2.479735
1425,BB1 6EW,53.752672,-2.479056
1426,BB1 6EY,53.755827,-2.479031
1427,BB1 6HA,53.750732,-2.478518
1430,BB1 6HL,53.749189,-2.479348
1431,BB1 6HN,53.752982,-2.474765
1432,BB1 6HQ,53.750435,-2.478073
1434,BB1 6JQ,53.756900,-2.471171
1435,BB1 6JR,53.757281,-2.470478
1436,BB1 6JS,53.754357,-2.475678
1437,BB1 6JT,53.754922,-2.473682
1438,BB1 6JU,53.760310,-2.470375
1439,BB1 6JW,53.757757,-2.470498
1440,BB1 6JY,53.757291,-2.472268
1441,BB1 6JZ,53.758851,-2.471087
1442,BB1 6LB,53.759147,-2.470345
1443,BB1 6LD,53.757564,-2.471543
1444,BB1 6LE,53.752066,-2.477760
1445,BB1 6LF,53.751755,-2.478969
1446,BB1 6LG,53.752706,-2.477297
1447,BB1 6LH,53.753131,-2.478833
1448,BB1 6LL,53.759370,-2.469531
1449,BB1 6LN,53.758613,-2.469886
1450,BB1 6LP,53.758135,-2.469987
1451,BB1 6LQ,53.753707,-2.478628
1452,BB1 6LR,53.757903,-2.469954
1453,BB1 6LS,53.758101,-2.467469
1454,BB1 6LT,53.757433,-2.468371
1455,BB1 6LU,53.757139,-2.467670
1456,BB1 6LW,53.758590,-2.468961
1457,BB1 6LX,53.757525,-2.470147
1458,BB1 6NB,53.756704,-2.470775
1459,BB1 6NE,53.757172,-2.473040
1460,BB1 6NF,53.757026,-2.473433
1461,BB1 6NG,53.757032,-2.474237
1462,BB1 6NH,53.756531,-2.475063
1463,BB1 6NJ,53.759312,-2.474945
1464,BB1 6NL,53.756540,-2.475854
1465,BB1 6NN,53.757712,-2.472728
1466,BB1 6NP,53.759417,-2.471215
1467,BB1 6NQ,53.756751,-2.474886
1468,BB1 6NS,53.758106,-2.473050
1469,BB1 6NT,53.759629,-2.474463
1470,BB1 6NW,53.758804,-2.471557
1471,BB1 6NY,53.758627,-2.475589
1472,BB1 6NZ,53.758006,-2.475688
1473,BB1 6PD,53.754230,-2.478209
1474,BB1 6PF,53.759701,-2.471246
1475,BB1 6PG,53.759321,-2.472639
1476,BB1 6PH,53.758668,-2.467263
1477,BB1 6PJ,53.755774,-2.476315
1478,BB1 6PN,53.759968,-2.472829
1479,BB1 6PQ,53.760011,-2.473269
1480,BB1 6PR,53.758783,-2.474742
1481,BB1 6PS,53.758451,-2.474419
1482,BB1 6PT,53.760195,-2.472103
1483,BB1 6PU,53.759085,-2.473410
1484,BB1 6PW,53.758512,-2.472691
1485,BB1 6WG,53.756674,-2.473929
1486,BB1 6WX,53.742923,-2.484903
1488,BB1 7AF,53.750655,-2.483550
1490,BB1 7AJ,53.750432,-2.483898
1491,BB1 7AP,53.750558,-2.485323
1493,BB1 7AR,53.750611,-2.485642
1495,BB1 7AT,53.750845,-2.485737
1496,BB1 7AW,53.750559,-2.485156
1498,BB1 7BD,53.750777,-2.485115
1499,BB1 7BG,53.750743,-2.484781
1501,BB1 7BL,53.750719,-2.484114
1502,BB1 7BQ,53.750777,-2.484613
1503,BB1 7DJ,53.748783,-2.484165
1504,BB1 7DL,53.742923,-2.484903
1505,BB1 7DN,53.749115,-2.484702
1506,BB1 7DP,53.748825,-2.483576
1507,BB1 7DR,53.748730,-2.484834
1508,BB1 7DT,53.750316,-2.485168
1509,BB1 7DY,53.749866,-2.483785
1511,BB1 7EB,53.750550,-2.485886
1512,BB1 7ED,53.751216,-2.484845
1513,BB1 7EF,53.752676,-2.483922
1514,BB1 7EG,53.751821,-2.484869
1515,BB1 7EL,53.752619,-2.485455
1516,BB1 7EN,53.742923,-2.484903
1517,BB1 7EP,53.752309,-2.484193
1518,BB1 7ER,53.753005,-2.485353
1519,BB1 7ES,53.753703,-2.486226
1520,BB1 7ET,53.753280,-2.486403
1521,BB1 7EU,53.753367,-2.487177
1522,BB1 7EW,53.752737,-2.485062
1523,BB1 7EX,53.754687,-2.487450
1524,BB1 7EY,53.753923,-2.485242
1525,BB1 7EZ,53.753854,-2.484438
1526,BB1 7HA,53.754452,-2.485476
1527,BB1 7HD,53.754862,-2.486042
1528,BB1 7HJ,53.755457,-2.485988
1529,BB1 7HN,53.753956,-2.483802
1530,BB1 7HP,53.752356,-2.482993
1533,BB1 7HS,53.755345,-2.484743
1534,BB1 7HU,53.750240,-2.484715
1535,BB1 7HW,53.752663,-2.483545
1536,BB1 7JB,53.748833,-2.482998
1537,BB1 7JD,53.748502,-2.483375
1538,BB1 7JE,53.749048,-2.483228
1539,BB1 7JF,53.749463,-2.482750
1540,BB1 7JG,53.749010,-2.482032
1541,BB1 7JJ,53.749513,-2.482280
1542,BB1 7JN,53.750186,-2.484030
1543,BB1 7JQ,53.749599,-2.482554
1545,BB1 7LD,53.752052,-2.483416
1546,BB1 7LE,53.752809,-2.482924
1547,BB1 7LF,53.753000,-2.482335
1548,BB1 7LG,53.752876,-2.481194
1549,BB1 7LH,53.753236,-2.481762
1550,BB1 7LJ,53.753446,-2.482520
1551,BB1 7LL,53.753945,-2.482043
1552,BB1 7LP,53.754216,-2.483181
1553,BB1 7LR,53.755093,-2.482526
1554,BB1 7LS,53.757543,-2.478990
1555,BB1 7LT,53.756593,-2.480708
1556,BB1 7LU,53.757785,-2.479205
1557,BB1 7LW,53.754112,-2.482469
1558,BB1 7LZ,53.757021,-2.479211
1559,BB1 7NA,53.756173,-2.479930
1560,BB1 7NB,53.755216,-2.481056
1561,BB1 7ND,53.754752,-2.480232
1562,BB1 7NE,53.753970,-2.480314
1563,BB1 7NF,53.754354,-2.481001
1564,BB1 7NG,53.754115,-2.481588
1565,BB1 7NH,53.755489,-2.482409
1566,BB1 7NQ,53.748502,-2.482585
1568,BB1 8AA,53.751678,-2.486155
1569,BB1 8AB,53.752216,-2.486540
1571,BB1 8AE,53.752286,-2.486996
1572,BB1 8AF,53.752452,-2.488075
1573,BB1 8AG,53.752009,-2.487328
1574,BB1 8AL,53.752176,-2.488210
1575,BB1 8AN,53.753313,-2.488752
1576,BB1 8AP,53.753935,-2.490458
1577,BB1 8AT,53.753704,-2.491850
1579,BB1 8AW,53.755402,-2.490553
1580,BB1 8AY,53.754638,-2.490574
1581,BB1 8AZ,53.756069,-2.491741
1582,BB1 8BA,53.755262,-2.491825
1583,BB1 8BB,53.756068,-2.492578
1584,BB1 8BE,53.756641,-2.488884
1585,BB1 8BF,53.754630,-2.492637
1586,BB1 8BG,53.757686,-2.488304
1587,BB1 8BH,53.757186,-2.489694
1588,BB1 8BJ,53.756283,-2.488333
1589,BB1 8BL,53.755714,-2.488461
1590,BB1 8BN,53.755893,-2.489330
1591,BB1 8BQ,53.757474,-2.489439
1592,BB1 8BS,53.755720,-2.489919
1593,BB1 8BT,53.754842,-2.489045
1594,BB1 8BU,53.754319,-2.489463
1596,BB1 8BX,53.753938,-2.488245
1597,BB1 8BY,53.754476,-2.488616
1598,BB1 8BZ,53.751909,-2.487721
1601,BB1 8DD,53.751758,-2.487219
1602,BB1 8DF,53.759023,-2.495358
1603,BB1 8DG,53.758795,-2.496068
1604,BB1 8DH,53.761003,-2.490299
1605,BB1 8DJ,53.760190,-2.491215
1606,BB1 8DL,53.759187,-2.492644
1607,BB1 8DN,53.758381,-2.491846
1608,BB1 8DP,53.758745,-2.490880
1609,BB1 8DQ,53.760300,-2.493052
1610,BB1 8DR,53.759853,-2.490074
1611,BB1 8DS,53.761050,-2.487615
1612,BB1 8DT,53.759263,-2.488945
1613,BB1 8DU,53.759459,-2.487566
1614,BB1 8DW,53.758479,-2.489237
1615,BB1 8DX,53.760106,-2.486935
1616,BB1 8DY,53.759096,-2.488594
1617,BB1 8DZ,53.757865,-2.487743
1618,BB1 8EA,53.756285,-2.487833
1619,BB1 8EB,53.758713,-2.489863
1620,BB1 8ED,53.756091,-2.486921
1621,BB1 8EG,53.757708,-2.484998
1622,BB1 8EJ,53.757333,-2.486601
1623,BB1 8EL,53.758384,-2.486735
1624,BB1 8EN,53.757657,-2.486575
1625,ZE2 9PB,60.225522,-1.573860
1626,ZE2 9PD,60.220492,-1.605311
1627,ZE2 9PE,60.241018,-1.646999
1628,ZE2 9PF,60.225267,-1.558967
1629,ZE2 9PG,60.225420,-1.570251
1630,ZE2 9PH,60.235200,-1.565140
1631,ZE2 9PJ,60.242220,-1.556446
1632,ZE2 9PL,60.299400,-1.647980
1633,ZE2 9PN,60.133665,-2.054491
1634,ZE2 9PP,60.272247,-1.170839
1635,ZE2 9PQ,60.227830,-1.568378
1636,ZE2 9PR,60.319000,-1.134905
1637,ZE2 9PS,60.265286,-1.143561
1638,ZE2 9PT,60.366320,-1.261703
1639,ZE2 9PU,60.357510,-1.261999
1640,ZE2 9PW,60.326347,-1.680499
1641,ZE2 9PX,60.348653,-1.268896
1642,ZE2 9PY,60.340366,-1.334115
1643,ZE2 9PZ,60.401657,-1.222197
1644,ZE2 9QA,60.365176,-1.129322
1645,ZE2 9QB,60.372531,-1.130314
1646,ZE2 9QD,60.354660,-1.166457
1647,ZE2 9QE,60.377536,-1.162235
1648,ZE2 9QF,60.406118,-1.117330
1649,ZE2 9QG,60.394765,-1.359448
1650,ZE2 9QH,60.388247,-1.350197
1651,ZE2 9QJ,60.386098,-1.345301
1652,ZE2 9QL,60.371770,-1.349613
1653,ZE2 9QN,60.386559,-1.374008
1654,ZE2 9QP,60.420582,-1.317624
1655,ZE2 9QQ,60.390248,-1.348143
1656,ZE2 9QR,60.442838,-1.258244
1657,ZE2 9QS,60.369698,-1.326483
1658,ZE2 9QT,60.470556,-1.210638
1659,ZE2 9QU,60.379267,-1.346440
1660,ZE2 9QW,60.363814,-1.383875
1661,ZE2 9QX,60.232395,-1.567018
1662,ZE2 9QY,60.388845,-1.347700
1663,ZE2 9QZ,60.358860,-1.262512
1664,ZE2 9RA,60.460155,-1.180218
1665,ZE2 9RB,60.458371,-1.184294
1666,ZE2 9RD,60.436538,-1.358372
1667,ZE2 9RE,60.410569,-1.390271
1668,ZE2 9RF,60.459445,-1.377901
1669,ZE2 9RG,60.474093,-1.435281
1670,ZE2 9RH,60.490155,-1.452254
1671,ZE2 9RJ,60.487736,-1.449146
1672,ZE2 9RL,60.509830,-1.465524
1673,ZE2 9RN,60.436452,-1.363007
1674,ZE2 9RP,60.486712,-1.496892
1675,ZE2 9RQ,60.442908,-1.445453
1676,ZE2 9RS,60.494901,-1.567947
1677,ZE2 9RT,60.501440,-1.349061
1678,ZE2 9RU,60.482335,-1.367202
1679,ZE2 9RW,60.478444,-1.482284
1680,ZE2 9RX,60.523858,-1.376994
1681,ZE2 9RY,60.587150,-1.331897
1682,ZE2 9RZ,60.546541,-1.332879
1683,ZE2 9SA,60.507577,-1.334573
1684,ZE2 9SB,60.179142,-1.236639
1685,ZE2 9SD,60.183627,-1.231090
1686,ZE2 9SE,60.189941,-1.225462
1687,ZE2 9SF,60.200242,-1.203995
1688,ZE2 9SG,60.202691,-1.222021
1689,ZE2 9SH,60.185050,-1.239584
1690,ZE2 9SJ,60.398510,-1.346690
1691,ZE2 9SL,60.392175,-1.351117
1692,ZE2 9SN,60.399227,-1.351317
1693,ZE2 9SP,60.399038,-1.349306
1694,ZE2 9SQ,60.234226,-1.225229
1695,ZE2 9SR,60.398298,-1.349144
1696,ZE2 9SS,60.398043,-1.348532
1697,ZE2 9ST,60.398195,-1.350198
1698,ZE2 9SU,60.397712,-1.350535
1699,ZE2 9SW,60.399865,-1.350093
1700,ZE2 9SX,60.397578,-1.351894
1701,ZE2 9SY,60.397606,-1.352823
1702,ZE2 9SZ,60.398756,-1.352233
1703,ZE2 9TA,60.763909,-0.862260
1704,ZE2 9TD,60.456570,-1.185725
1705,ZE2 9TE,60.446810,-1.200636
1706,ZE2 9TF,60.449750,-1.192276
1707,ZE2 9TG,60.460807,-1.180323
1708,ZE2 9TH,60.459587,-1.179850
1709,ZE2 9TL,60.448107,-1.194547
1710,ZE2 9TN,60.797406,-0.819162
1711,ZE2 9TP,60.798772,-0.817366
1712,ZE2 9TQ,60.460141,-1.180909
1713,ZE2 9TR,60.181280,-1.225813
1714,ZE2 9TS,60.351012,-1.015390
1715,ZE2 9TT,60.393211,-1.363035
1716,ZE2 9TU,60.457493,-1.274058
1717,ZE2 9TW,60.768833,-0.834087
1718,ZE2 9TX,60.138575,-1.201686
1719,ZE2 9TY,60.394418,-1.348949
1720,ZE2 9TZ,60.390716,-1.372241
1721,ZE2 9UA,60.394026,-1.366339
1722,ZE2 9UB,60.370441,-1.133987
1723,ZE2 9UP,60.438213,-1.271086
1724,ZE2 9UR,60.446059,-1.277544
1726,ZE1 9SA,60.154437,-1.146229
1727,ZE1 9SB,60.154437,-1.146229
1728,ZE1 9SD,60.154437,-1.146229
1729,ZE1 9SE,60.154457,-1.146416
1730,ZE1 9SF,60.154437,-1.146229
1731,ZE1 9SG,60.154437,-1.146229
1732,ZE1 9SH,60.154437,-1.146229
1733,ZE1 9SJ,60.154437,-1.146229
1734,ZE1 9SL,60.154437,-1.146229
1735,ZE1 9SN,60.154437,-1.146229
1736,ZE1 9SP,60.154437,-1.146229
1737,ZE1 9SQ,60.154437,-1.146229
1738,ZE1 9SR,60.154437,-1.146229
1739,ZE1 9SS,60.154437,-1.146229
1740,ZE1 9ST,60.154437,-1.146229
1741,ZE1 9SU,60.154437,-1.146229
1742,ZE1 9SW,60.154437,-1.146229
1743,ZE1 9SX,60.154437,-1.146229
1744,ZE1 9SY,60.154437,-1.146229
1745,ZE1 9SZ,60.154437,-1.146229
1746,ZE1 9TA,60.154437,-1.146229
1747,ZE1 9TB,60.154437,-1.146229
1748,ZE2 9AA,60.340011,-1.022461
1749,ZE2 9AB,60.341270,-1.018818
1750,ZE2 9AD,60.344683,-1.019205
1751,ZE2 9AE,60.351855,-1.016543
1752,ZE2 9AF,60.349757,-1.017701
1753,ZE2 9AG,60.334504,-1.017018
1754,ZE2 9AH,60.341632,-0.985926
1755,ZE2 9AJ,60.357356,-0.953665
1756,ZE2 9AL,60.361378,-0.999858
1757,ZE2 9AN,60.372109,-0.969820
1758,ZE2 9AP,60.360853,-0.999704
1759,ZE2 9AQ,60.341541,-1.009625
1760,ZE2 9AR,60.423648,-0.751412
1761,ZE2 9AS,60.423000,-0.763490
1762,ZE2 9AT,60.421954,-0.759207
1763,ZE2 9AU,60.535586,-1.050482
1764,ZE2 9AW,60.376386,-0.931951
1765,ZE2 9AX,60.561458,-1.028403
1766,ZE2 9AY,60.498839,-1.054510
1767,ZE2 9AZ,60.495546,-1.055201
1768,ZE2 9BA,60.500688,-1.083087
1769,ZE2 9BD,60.501711,-1.156718
1770,ZE2 9BE,60.489111,-1.129188
1771,ZE2 9BG,60.525285,-1.169700
1772,ZE2 9BH,60.577577,-1.178959
1773,ZE2 9BJ,60.597575,-1.075944
1774,ZE2 9BL,60.618025,-1.144277
1775,ZE2 9BN,60.601359,-1.068406
1776,ZE2 9BP,60.597682,-1.060332
1777,ZE2 9BQ,60.340833,-1.013396
1778,ZE2 9BS,60.596120,-1.061345
1779,ZE2 9BT,60.596540,-1.057422
1780,ZE2 9BU,60.585341,-1.022137
1781,ZE2 9BW,60.597473,-1.059897
1782,ZE2 9BX,60.601003,-1.068964
1783,ZE2 9BZ,60.716343,-1.016038
1784,ZE2 9DA,60.610317,-1.060294
1785,ZE2 9DB,60.629684,-1.045270
1786,ZE2 9DD,60.713451,-1.023234
1787,ZE2 9DE,60.715422,-1.017716
1788,ZE2 9DF,60.667686,-1.006159
1789,ZE2 9DG,60.660574,-1.048018
1790,ZE2 9DH,60.146016,-1.112376
1791,ZE2 9DJ,60.593566,-0.856783
1792,ZE2 9DL,60.687265,-0.896571
1793,ZE2 9DN,60.685638,-0.904116
1794,ZE2 9DP,60.757344,-0.860819
1795,ZE2 9DQ,60.667015,-1.058694
1796,ZE2 9UT,60.752039,-0.860915
1797,ZE2 9XA,60.260155,-1.162688
1798,ZE2 9XB,60.230726,-1.564513
1799,ZE2 9XF,60.358003,-1.260175
1800,ZE2 9XG,60.585804,-1.337437
1801,ZE2 9XH,60.181837,-1.230501
1802,ZE2 9XJ,60.188429,-1.246412
1803,ZE2 9XL,60.762069,-0.869813
1804,ZE2 9XN,60.106629,-1.337116
1805,ZE2 9XP,60.478102,-1.480599
1806,ZE2 9XQ,60.359423,-1.270130
1807,ZE2 9XS,60.393034,-1.348174
1808,ZE2 9XT,60.194484,-1.221809
1809,ZE2 9XU,60.108186,-1.337840
1810,ZE2 9XW,60.107589,-1.337200
1813,ZE3 9JJ,59.887050,-1.307633
1814,ZE3 9JL,59.886418,-1.306914
1815,ZE3 9JN,59.867707,-1.280678
1816,ZE3 9JP,59.876789,-1.296811
1817,ZE3 9JR,59.891785,-1.311573
1818,ZE3 9JS,59.890606,-1.294193
1819,ZE3 9JT,59.872615,-1.306772
1820,ZE3 9JU,59.889544,-1.307206
1821,ZE3 9JW,59.873651,-1.305697
1822,ZE3 9JX,59.875286,-1.307502
1823,ZE3 9JY,59.891572,-1.313847
1824,ZE3 9JZ,59.892392,-1.310899
1825,ZE2 9DR,60.758707,-0.857581
1826,ZE2 9DS,60.762822,-0.838783
1827,ZE2 9DT,60.751378,-0.850866
1828,ZE2 9DU,60.763142,-0.862801
1829,ZE2 9DW,60.716068,-0.925087
1830,ZE2 9DX,60.756087,-0.885379
1831,ZE2 9DY,60.758680,-0.881017
1832,ZE2 9DZ,60.766612,-0.894563
1833,ZE2 9EA,60.758007,-0.861882
1834,ZE2 9EB,60.758788,-0.863983
1835,ZE2 9ED,60.790166,-0.832214
1836,ZE2 9EE,60.787745,-0.831715
1837,ZE2 9EF,60.799322,-0.813505
1838,ZE2 9EG,60.001543,-1.233758
1839,ZE2 9EH,60.684800,-0.903760
1840,ZE2 9EJ,60.798716,-0.815035
1841,ZE2 9EL,60.155784,-1.116111
1842,ZE2 9EN,60.154495,-1.115407
1843,ZE2 9EP,60.172606,-1.107587
1844,ZE2 9EQ,60.800694,-0.869518
1845,ZE2 9ER,60.139813,-1.113792
1846,ZE2 9ES,60.148227,-1.092638
1847,ZE2 9ET,60.143912,-1.111809
1848,ZE2 9EU,60.144182,-1.110588
1849,ZE2 9EW,60.169264,-1.138240
1850,ZE2 9EX,60.115647,-1.211499
1851,ZE2 9EY,60.098492,-1.227481
1852,ZE2 9EZ,60.097962,-1.258908
1853,ZE2 9FA,60.611382,-1.059897
1854,ZE2 9FD,60.128364,-1.211915
1855,ZE2 9FE,60.128264,-1.210207
1856,ZE2 9FG,60.128399,-1.208818
1857,ZE2 9GA,59.976039,-1.320270
1858,ZE2 9GB,59.916432,-1.314765
1859,ZE2 9GD,60.122769,-1.213253
1860,ZE2 9GE,60.123911,-1.216502
1861,ZE2 9GF,60.125198,-1.215482
1862,ZE2 9GG,60.000989,-1.232821
1864,ZE2 9GJ,60.208652,-1.294176
1865,ZE2 9GL,60.217943,-1.293778
1866,ZE2 9HA,60.070623,-1.220360
1867,ZE2 9HB,60.047987,-1.228194
1868,ZE2 9HD,60.053357,-1.226668
1869,ZE2 9HE,60.052968,-1.227647
1870,ZE2 9HF,60.038175,-1.227191
1871,ZE2 9HG,60.052516,-1.210508
1872,ZE2 9HH,59.998747,-1.245894
1873,ZE2 9HJ,60.001057,-1.247772
1874,ZE2 9HL,59.996854,-1.257375
1875,ZE2 9HN,60.004295,-1.237622
1876,ZE2 9HP,60.008041,-1.226703
1877,ZE2 9HQ,60.053988,-1.227138
1878,ZE2 9HR,59.998033,-1.254731
1879,ZE2 9HS,60.005058,-1.229947
1880,ZE2 9HT,60.000307,-1.232873
1881,ZE2 9HU,59.998982,-1.244377
1882,ZE2 9HW,59.997758,-1.229973
1883,ZE2 9HX,59.971917,-1.271469
1884,ZE2 9HY,59.993092,-1.276561
1885,ZE2 9HZ,60.006033,-1.229189
1886,ZE2 9JA,59.976159,-1.320985
1887,ZE2 9JB,59.918920,-1.308060
1888,ZE2 9JD,59.912507,-1.327385
1889,ZE2 9JE,59.939081,-1.327612
1890,ZE2 9JF,59.979913,-1.311113
1891,ZE2 9JG,59.918257,-1.293628
1892,ZE2 9JH,59.933577,-1.311978
1893,ZE2 9JJ,59.923256,-1.279226
1894,ZE2 9JL,60.002260,-1.231985
1895,ZE2 9JN,60.004787,-1.249911
1896,ZE2 9JP,60.044913,-1.227530
1897,ZE2 9JQ,59.932237,-1.282842
1898,ZE2 9JR,59.922276,-1.293986
1899,ZE2 9JS,60.044726,-1.226403
1900,ZE2 9JT,60.087152,-1.326290
1901,ZE2 9JU,59.520756,-1.639578
1902,ZE2 9JW,59.922472,-1.297094
1903,ZE2 9JX,60.127129,-1.211196
1904,ZE2 9JY,60.106233,-1.337016
1905,ZE2 9JZ,60.107040,-1.335021
1906,ZE2 9LA,60.104956,-1.334775
1907,ZE2 9LB,60.101612,-1.321885
1908,ZE2 9LD,60.082345,-1.334440
1909,ZE2 9LE,60.073531,-1.324627
1910,ZE2 9LF,60.104494,-1.330396
1911,ZE2 9LG,60.216166,-1.295602
1912,ZE2 9LH,60.246745,-1.263326
1913,ZE2 9LJ,60.198190,-1.280377
1914,ZE2 9LL,60.182385,-1.305259
1915,ZE2 9LN,60.238501,-1.306518
1916,ZE2 9LP,60.278574,-1.247089
1917,ZE2 9LQ,60.233399,-1.301119
1918,ZE2 9LR,60.230665,-1.303723
1919,ZE2 9LS,60.262483,-1.386846
1920,ZE2 9LT,60.242924,-1.352202
1921,ZE2 9LU,60.222508,-1.361593
1922,ZE2 9LW,60.260198,-1.288279
1923,ZE2 9LX,60.274595,-1.418250
1924,ZE2 9LY,60.252838,-1.441388
1925,ZE1 0HX,60.154738,-1.144103
1926,ZE1 0HY,60.155480,-1.143615
1927,ZE1 0JB,60.154825,-1.146370
1928,ZE1 0JD,60.154521,-1.145225
1929,ZE1 0JE,60.154876,-1.146037
1930,ZE1 0JF,60.139764,-1.186022
1933,ZE1 0JL,60.154790,-1.145182
1934,ZE1 0JN,60.155559,-1.146110
1935,ZE1 0JP,60.156447,-1.147301
1936,ZE1 0JS,60.155730,-1.147637
1937,ZE1 0JT,60.156552,-1.148444
1939,ZE1 0JX,60.155741,-1.150580
1940,ZE1 0JZ,60.144375,-1.179569
1941,ZE1 0LA,60.154431,-1.150930
1942,ZE1 0LB,60.152655,-1.151174
1943,ZE1 0LD,60.151673,-1.149327
1944,ZE1 0LE,60.152730,-1.150290
1945,ZE1 0LF,60.154243,-1.152239
1946,ZE1 0LJ,60.151426,-1.149862
1947,ZE1 0LL,60.155003,-1.143411
1948,ZE1 0LN,60.151171,-1.150679
1949,ZE1 0LP,60.145742,-1.178491
1950,ZE1 0LQ,60.157047,-1.145783
1951,ZE1 0LR,60.156038,-1.145132
1953,ZE1 0LU,60.152933,-1.142828
1954,ZE1 0LW,60.156538,-1.146145
1955,ZE1 0LX,60.157047,-1.145783
1956,ZE1 0LY,60.144613,-1.171550
1957,ZE1 0LZ,60.158917,-1.146149
1958,ZE1 0NA,60.160240,-1.180677
1959,ZE1 0ND,60.157868,-1.147725
1960,ZE1 0NE,60.162741,-1.168571
1961,ZE1 0NF,60.161827,-1.171747
1962,ZE1 0NG,60.162253,-1.169449
1963,ZE1 0NH,60.157938,-1.151658
1964,ZE1 0NJ,60.157262,-1.148415
1965,ZE1 0NL,60.157312,-1.150629
1966,ZE1 0NN,60.160767,-1.172952
1967,ZE1 0NP,60.157132,-1.153282
1968,ZE1 0NQ,60.157088,-1.155095
1969,ZE1 0NR,60.156939,-1.155550
1970,ZE1 0NS,60.156337,-1.154016
1971,ZE1 0NT,60.157603,-1.156920
1972,ZE1 0NU,60.159499,-1.174292
1973,ZE1 0NW,60.153220,-1.155267
1974,ZE1 0NX,60.158528,-1.158254
1975,ZE1 0NY,60.157933,-1.153640
1976,ZE1 0NZ,60.160453,-1.171638
1977,ZE1 0PA,60.157503,-1.158111
1978,ZE1 0PB,60.157669,-1.158863
1979,ZE1 0PD,60.155821,-1.159019
1980,ZE1 0PE,60.157625,-1.154994
1981,ZE1 0PF,60.164128,-1.162140
1982,ZE1 0PG,60.163483,-1.160967
1983,ZE1 0PH,60.159738,-1.157899
1984,ZE1 0PJ,60.153354,-1.159406
1985,ZE1 0PL,60.153011,-1.159199
1986,ZE1 0PN,60.158087,-1.159609
1987,ZE1 0PP,60.159113,-1.158556
1988,ZE1 0PQ,60.160496,-1.158474
1989,ZE1 0PR,60.163040,-1.161825
1990,ZE1 0PS,60.166964,-1.164717
1991,ZE1 0PT,60.170349,-1.168938
1992,ZE1 0PU,60.187721,-1.152920
1993,ZE1 0PW,60.164589,-1.162460
1994,ZE1 0PX,60.169353,-1.166141
1995,ZE1 0PY,60.176726,-1.157818
1996,ZE1 0PZ,60.170133,-1.173124
1997,ZE1 0QA,60.153551,-1.153572
1998,ZE1 0QB,60.152417,-1.153277
1999,ZE1 0QD,60.153072,-1.157450
2000,ZE1 0QE,60.162709,-1.164969
2001,ZE1 0QF,60.162583,-1.166323
2002,ZE1 0QG,60.161669,-1.166545
2003,ZE2 9LZ,60.255068,-1.463862
2004,ZE2 9NA,60.253562,-1.404213
2005,ZE2 9NB,60.283911,-1.379675
2006,ZE2 9ND,60.299337,-1.385661
2007,ZE2 9NE,60.300002,-1.357207
2008,ZE2 9NF,60.283878,-1.371038
2009,ZE2 9NG,60.237297,-1.398234
2010,ZE2 9NH,60.214729,-1.403509
2011,ZE2 9NJ,60.184069,-1.416414
2012,ZE2 9NL,60.179510,-1.466114
2013,ZE2 9NN,60.253066,-1.398837
2014,ZE2 9NP,60.244455,-1.520261
2015,ZE2 9NQ,60.212970,-1.382060
2016,ZE2 9NR,60.226640,-1.492720
2017,ZE2 9NS,60.236409,-1.456992
2018,ZE2 9NT,60.297141,-1.522384
2019,ZE2 9NU,59.995963,-1.242582
2020,ZE2 9NW,60.283203,-1.374299
2021,ZE2 9NX,60.233051,-1.303130
2022,ZE2 9NY,60.185865,-1.439334
2023,ZE2 9NZ,59.995937,-1.249167
2024,ZE2 9PA,60.205875,-1.593580
2025,ZE1 0QH,60.161327,-1.169328
2026,ZE1 0QJ,60.152305,-1.155398
2027,ZE1 0QN,60.152246,-1.156120
2028,ZE1 0QQ,60.152555,-1.158021
2029,ZE1 0QR,60.151396,-1.157961
2030,ZE1 0QS,60.150543,-1.157792
2031,ZE1 0QT,60.151634,-1.157234
2032,ZE1 0QW,60.162584,-1.162233
2033,ZE1 0QX,60.149777,-1.157462
2034,ZE1 0QY,60.159600,-1.180758
2035,ZE1 0QZ,60.150735,-1.151404
2036,ZE1 0RA,60.150869,-1.159657
2037,ZE1 0RB,60.151439,-1.153403
2038,ZE1 0RD,60.148040,-1.162484
2039,ZE1 0RE,60.146645,-1.169230
2040,ZE1 0RF,60.150378,-1.170198
2041,ZE1 0RG,60.148858,-1.169840
2042,ZE1 0RH,60.145796,-1.162667
2043,ZE1 0RJ,60.146071,-1.163561
2044,ZE1 0RL,60.143103,-1.165628
2045,ZE1 0RN,60.142087,-1.162509
2046,ZE1 0RP,60.149528,-1.170641
2047,ZE1 0RQ,60.142886,-1.178310
2048,ZE1 0RR,60.139565,-1.185764
2049,ZE1 0RS,60.146220,-1.164421
2050,ZE1 0RT,60.145056,-1.164930
2051,ZE1 0RU,60.145276,-1.165526
2052,ZE1 0RW,60.145747,-1.166252
